transaction_id,user_id,receiver_id,receiver_type,amount,timestamp,date,hour_of_day,day_of_week,is_weekend,is_night_transaction,time_since_last_txn_min,transaction_type,payment_app,device_type,status,user_city_tier,user_kyc_status,user_avg_monthly_txn,user_avg_txn_value,user_loyalty_score,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score,is_fraud,recurring_payment_flag,balance_after_transaction,transaction_frequency_score
TXN0003632,USR01922,MRC0182,Merchant,626.99,2024-01-13 15:00,2024-01-13,15,Saturday,1,0,,EMI,GPay,Android,Success,Tier 2,Verified,27,556.59,0.22,0,0,0,0,0.1265,0,1,36029.55,0.54
TXN0007624,USR00400,MRC0231,Merchant,1997.13,2024-01-13 15:18,2024-01-13,15,Saturday,1,0,-499246.87,P2M,Paytm,Android,Success,Tier 2,Verified,24,1305.14,0.942,0,0,0,0,0.5302,0,0,66226.18,0.48
TXN0014454,USR00693,MRC0028,Merchant,222.66,2024-01-13 15:49,2024-01-13,15,Saturday,1,0,-47637.37,Bill Payment,GPay,Android,Success,Tier 2,Verified,28,429.02,0.901,0,0,0,4,0.481,0,1,49774.44,0.56
TXN0018436,USR00535,USR01775,User,846.89,2024-01-13 15:52,2024-01-13,15,Saturday,1,0,-175893.77,P2P,GPay,Android,Success,Tier 2,Verified,35,1015.45,0.226,0,0,0,0,,0,0,78599.94,0.7
TXN0013600,USR01725,MRC0244,Merchant,93.81,2024-01-13 15:53,2024-01-13,15,Saturday,1,0,-249835.13,Bill Payment,GPay,Web,Success,Tier 1,Verified,72,509.7,0.648,0,0,0,1,0.816,0,1,74458.54,1
TXN0013510,USR00164,MRC0308,Merchant,2919.16,2024-01-13 15:57,2024-01-13,15,Saturday,1,0,-291976.85,Recharge,GPay,iOS,Success,Tier 1,Verified,43,2016.88,0.179,0,0,1,0,0.4474,0,0,2563.82,0.86
TXN0011720,USR01289,USR00966,User,2941.06,2024-01-13 16:11,2024-01-13,16,Saturday,1,0,-394910.38,P2P,BHIM,Android,Success,Tier 2,Verified,31,1418.01,0.219,1,0,0,0,1.0741,0,0,14956.29,0.62
TXN0001029,USR01107,MRC0015,Merchant,246.85,2024-01-13 16:30,2024-01-13,16,Saturday,1,0,,Bill Payment,GPay,Web,Success,Tier 3,Verified,21,299.17,0.161,0,0,3,0,0.1749,0,1,11699.03,0.42
TXN0017602,USR00088,MRC0221,Merchant,275.97,2024-01-13 16:36,2024-01-13,16,Saturday,1,0,-36932.18,Bill Payment,GPay,Android,Success,Tier 2,Not Verified,27,301.66,0.292,0,0,0,0,0.0852,0,1,53476.8,0.54
TXN0012840,USR00119,USR01160,User,30.35,2024-01-13 17:09,2024-01-13,17,Saturday,1,0,-326972.78,P2P,WhatsApp Pay,Android,Failed,Tier 3,Verified,25,108.28,0.618,0,0,0,0,0.7197,0,0,38197.81,0.5
TXN0011831,USR01569,MRC0330,Merchant,309.88,2024-01-13 18:24,2024-01-13,18,Saturday,1,0,-472527.28,P2M,PhonePe,Android,Success,Tier 1,Not Verified,37,1517.68,0.321,0,0,0,0,0.7958,0,0,12695.81,0.74
TXN0004556,USR01491,USR00815,User,1816.2,2024-01-13 19:22,2024-01-13,19,Saturday,1,0,-476193.7,P2P,GPay,Android,Success,Tier 1,Verified,43,2143.98,0.977,0,0,4,0,0.1529,0,0,69383.44,0.86
TXN0004636,USR01013,MRC0134,Merchant,487.02,2024-01-13 19:31,2024-01-13,19,Saturday,1,0,-429347.13,Recharge,GPay,Android,Failed,Tier 3,Verified,11,355.08,0.329,0,0,0,1,0.3716,0,0,51111.2,0.22
TXN0013804,USR01320,USR00514,User,314.23,2024-01-13 19:40,2024-01-13,19,Saturday,1,0,-63852.52,P2P,PhonePe,iOS,Success,Tier 2,Verified,24,427.45,0.68,0,0,3,3,0.2649,0,0,43198.56,0.48
TXN0008942,USR00520,MRC0247,Merchant,377.62,2024-01-13 19:56,2024-01-13,19,Saturday,1,0,-450233.55,Subscription,GPay,iOS,Success,Tier 3,Verified,14,517.96,0.494,0,0,0,0,0.2709,0,1,71764.44,0.28
TXN0016282,USR00950,MRC0195,Merchant,707.24,2024-01-13 20:00,2024-01-13,20,Saturday,1,0,-15702.35,P2M,Amazon Pay,iOS,Success,Tier 3,Verified,2,700.7,0.124,1,0,0,3,0.0093,0,0,13345.59,0.04
TXN0017561,USR00946,MRC0245,Merchant,625.37,2024-01-13 20:51,2024-01-13,20,Saturday,1,0,-200566.83,EMI,Paytm,iOS,Success,Tier 2,Verified,33,474.13,0.5,0,0,1,0,0.319,0,1,57101.01,0.66
TXN0002341,USR00634,MRC0314,Merchant,255.97,2024-01-13 21:06,2024-01-13,21,Saturday,1,0,-81048.65,P2M,PhonePe,Android,Success,Tier 2,Verified,39,385.79,0.895,0,0,2,2,0.3365,0,0,58385.21,0.78
TXN0007366,USR00995,MRC0121,Merchant,1640.63,2024-01-13 21:13,2024-01-13,21,Saturday,1,0,-293035.27,P2M,PhonePe,Android,Success,Tier 1,Verified,59,963.83,0.548,0,0,0,1,0.7022,0,0,5303.82,1
TXN0013783,USR00507,USR00085,User,323.42,2024-01-13 21:38,2024-01-13,21,Saturday,1,0,-506279.82,P2P,PhonePe,Android,Success,Tier 1,Verified,61,817.65,0.362,0,0,0,2,0.6045,0,0,68437.76,1
TXN0015235,USR01000,USR01415,User,2039.85,2024-01-13 22:02,2024-01-13,22,Saturday,1,1,-493050.32,P2P,GPay,Android,Success,Tier 2,Verified,18,826.06,0.645,0,0,1,0,1.4694,0,0,42295.58,0.36
TXN0013513,USR00415,MRC0392,Merchant,858.9,2024-01-13 22:42,2024-01-13,22,Saturday,1,1,-450660.25,P2M,GPay,iOS,Success,Tier 2,Not Verified,33,682.22,0.465,0,0,2,,0.259,0,0,65257.71,0.66
TXN0003518,USR01087,MRC0111,Merchant,512.48,2024-01-13 22:44,2024-01-13,22,Saturday,1,1,,P2M,PhonePe,Android,Success,Tier 2,Verified,26,363.79,0.328,0,0,2,0,0.4087,0,0,62379.92,0.52
TXN0017292,USR01393,MRC0252,Merchant,273.88,2024-01-13 23:25,2024-01-13,23,Saturday,1,1,12413.15,P2M,WhatsApp Pay,iOS,Success,Tier 1,Verified,29,527.41,0.326,0,0,0,0,0.4807,0,0,5275.03,0.58
TXN0011508,USR00464,MRC0347,Merchant,502.37,2024-01-13 23:41,2024-01-13,23,Saturday,1,1,-104957.4,EMI,GPay,Android,Success,Tier 2,Verified,19,755.56,0.962,0,0,2,0,0.3351,0,1,61478.99,0.38
TXN0017841,USR00579,MRC0374,Merchant,1618.09,2024-01-13 23:45,2024-01-13,23,Saturday,1,1,-70337.53,P2M,GPay,Android,Success,Tier 2,Verified,39,1660.74,0.453,0,0,2,2,0.0257,1,0,71360.7,0.78
TXN0013093,USR01538,MRC0202,Merchant,161.05,2024-01-13 23:48,2024-01-13,23,Saturday,1,1,-51738.07,P2M,Paytm,Android,Success,Tier 2,Verified,41,377.57,0.407,0,0,0,0,0.5735,0,0,35749.52,0.82
TXN0004546,USR00349,MRC0192,Merchant,168.4,2024-01-14 00:42,2024-01-14,0,Sunday,1,1,-487380.83,Recharge,Paytm,Android,Success,Tier 2,Verified,34,318.62,0.712,1,0,0,0,0.4715,0,0,31483,0.68
TXN0010083,USR01753,MRC0034,Merchant,580.33,2024-01-14 01:24,2024-01-14,1,Sunday,1,1,-317044.3,Recharge,PhonePe,Android,Success,Tier 1,Verified,41,801.71,0.762,0,0,0,0,0.2761,0,0,48542.03,0.82
TXN0016540,USR00601,USR01586,User,190.88,2024-01-14 01:45,2024-01-14,1,Sunday,1,1,-29590.57,P2P,GPay,Android,Success,Tier 1,Verified,52,188.43,0.743,0,0,2,0,0.013,0,0,61400.04,1
TXN0002699,USR00382,MRC0321,Merchant,1741.24,2024-01-14 01:52,2024-01-14,1,Sunday,1,1,-463898.72,P2M,PhonePe,Android,Success,Tier 1,Not Verified,9,957.77,0.97,0,0,0,1,0.818,0,0,12783.95,0.18
TXN0008266,USR00806,MRC0021,Merchant,295.29,2024-01-14 02:42,2024-01-14,2,Sunday,1,1,-328540.42,P2M,Paytm,Web,Success,Tier 1,Verified,51,263.91,0.56,0,0,0,0,0.1189,0,0,79022.47,1
TXN0019717,USR00594,MRC0147,Merchant,3260.45,2024-01-14 03:08,2024-01-14,3,Sunday,1,1,-347314.18,P2M,GPay,iOS,Success,Tier 2,Verified,21,1382.06,0.886,0,0,1,0,1.3591,0,0,35315.88,0.42
TXN0012642,USR00988,MRC0359,Merchant,507.19,2024-01-14 03:22,2024-01-14,3,Sunday,1,1,-44764.2,Subscription,GPay,Android,Success,Tier 1,Verified,49,492.18,0.537,0,1,1,0,0.0305,0,1,34386,0.98
TXN0018693,USR00680,MRC0263,Merchant,686.86,2024-01-14 04:02,2024-01-14,4,Sunday,1,1,-155099.28,P2M,Paytm,iOS,Success,Tier 2,Verified,22,923.2,0.477,0,0,2,0,0.256,0,0,24656.94,0.44
TXN0005327,USR00947,MRC0163,Merchant,1060.99,2024-01-14 04:50,2024-01-14,4,Sunday,1,1,-285324.05,Bill Payment,BHIM,Android,Success,Tier 2,Verified,35,660.29,0.505,0,0,0,0,0.6069,0,1,38259.32,0.7
TXN0000891,USR00020,USR01217,User,895.36,2024-01-14 05:02,2024-01-14,5,Sunday,1,1,,P2P,GPay,Android,Success,Tier 2,Verified,40,816.47,0.78,0,0,1,0,0.0966,0,0,56137.06,0.8
TXN0015551,USR01966,USR01099,User,359,2024-01-14 05:05,2024-01-14,5,Sunday,1,1,-104229.53,P2P,GPay,Android,Pending,Tier 3,Verified,11,336.11,0.883,0,0,0,0,0.0681,0,0,50443.84,0.22
TXN0005470,USR00157,MRC0208,Merchant,2104.11,2024-01-14 05:29,2024-01-14,5,Sunday,1,1,-116789.3,EMI,GPay,Android,Failed,Tier 1,Verified,49,620.02,0.544,0,0,1,0,2.3936,0,1,44862.31,0.98
TXN0019860,USR00955,MRC0154,Merchant,417.93,2024-01-14 05:39,2024-01-14,5,Sunday,1,1,-149972.82,EMI,BHIM,Android,Success,Tier 2,Verified,34,392.99,0.222,0,0,0,1,0.0635,0,1,23414.24,0.68
TXN0018819,USR01850,MRC0165,Merchant,105.65,2024-01-14 05:51,2024-01-14,5,Sunday,1,1,-165619.52,Subscription,WhatsApp Pay,Android,Success,Tier 3,Not Verified,22,198.26,0.826,0,0,0,0,0.4671,0,1,32778.23,0.44
TXN0010121,USR01747,MRC0383,Merchant,373.22,2024-01-14 06:08,2024-01-14,6,Sunday,1,0,-248268.47,P2M,PhonePe,Android,Success,Tier 2,Verified,31,795.77,0.875,0,0,1,0,0.531,0,0,76073.73,0.62
TXN0012926,USR01738,MRC0084,Merchant,2085.62,2024-01-14 06:15,2024-01-14,6,Sunday,1,0,-488553.27,P2M,PhonePe,iOS,Failed,Tier 1,Verified,34,743.25,0.484,0,0,0,0,1.8061,0,0,15336.24,0.68
TXN0008283,USR01777,MRC0219,Merchant,912.97,2024-01-14 06:18,2024-01-14,6,Sunday,1,0,-361429.07,Recharge,PhonePe,Android,Success,Tier 2,Not Verified,22,809.5,0.211,0,0,2,1,0.1278,0,0,12011.36,0.44
TXN0007424,USR00438,MRC0277,Merchant,233.62,2024-01-14 08:41,2024-01-14,8,Sunday,1,0,-17283.65,P2M,BHIM,iOS,Success,Tier 1,Verified,61,632.76,0.462,0,0,0,0,0.6308,0,0,71684.14,1
TXN0004964,USR01072,MRC0166,Merchant,468.74,2024-01-14 09:45,2024-01-14,9,Sunday,1,0,-282849.35,P2M,PhonePe,Android,Success,Tier 1,Verified,16,738.09,0.511,1,0,2,1,0.3649,0,0,40895.7,0.32
TXN0011271,USR01671,USR01594,User,4119.31,2024-01-14 10:12,2024-01-14,10,Sunday,1,0,-1934.73,P2P,Paytm,Web,Success,Tier 1,Verified,46,1385.07,0.99,0,0,0,0,1.9741,0,0,13853.92,0.92
TXN0003300,USR00456,MRC0349,Merchant,760.2,2024-01-14 10:12,2024-01-14,10,Sunday,1,0,-327801.43,P2M,GPay,Android,Success,Tier 3,Verified,13,777.43,0.519,0,0,0,0,0.0222,0,0,19172.04,0.26
TXN0014846,USR01352,MRC0146,Merchant,3083.53,2024-01-14 10:40,2024-01-14,10,Sunday,1,0,-294474.05,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,29,2010.73,0.544,0,0,0,0,0.5335,0,1,63709.59,0.58
TXN0013541,USR00020,MRC0233,Merchant,1538.35,2024-01-14 12:01,2024-01-14,12,Sunday,1,0,-355670.73,P2M,PhonePe,Android,Success,Tier 2,Verified,40,816.47,0.78,0,0,1,0,0.8841,0,0,13880.72,0.8
TXN0008102,USR00561,MRC0068,Merchant,1027.48,2024-01-14 12:13,2024-01-14,12,Sunday,1,0,-184473.47,P2M,GPay,iOS,Success,Tier 3,Verified,13,703.64,0.664,0,0,2,2,0.4602,0,0,24001.14,0.26
TXN0019806,USR01791,USR00512,User,1269.24,2024-01-14 12:15,2024-01-14,12,Sunday,1,0,-397685.78,P2P,PhonePe,iOS,Success,Tier 3,Verified,25,342.59,0.543,0,0,0,1,2.7048,0,0,7983.78,0.5
TXN0012043,USR01602,MRC0288,Merchant,599.79,2024-01-14 12:28,2024-01-14,12,Sunday,1,0,-262685.88,P2M,BHIM,Android,Success,Tier 1,Verified,55,604.2,0.971,0,0,1,0,0.0073,0,0,13035.24,1
TXN0009952,USR00496,MRC0339,Merchant,1227.34,2024-01-14 12:31,2024-01-14,12,Sunday,1,0,-124280.62,EMI,PhonePe,Web,Success,Tier 2,Verified,21,1483.63,0.342,0,0,1,0,0.1727,0,1,9037.9,0.42
TXN0003426,USR00633,MRC0222,Merchant,203.53,2024-01-14 12:46,2024-01-14,12,Sunday,1,0,,P2M,Paytm,iOS,Success,Tier 3,Verified,19,221.18,0.131,0,0,0,0,0.0798,0,0,61386.04,0.38
TXN0009178,USR01682,MRC0397,Merchant,463.19,2024-01-14 13:57,2024-01-14,13,Sunday,1,0,-32791.57,Recharge,Paytm,iOS,Success,Tier 2,Not Verified,34,375.8,0.966,0,0,0,0,0.2325,0,0,48459.79,0.68
TXN0011143,USR00903,MRC0314,Merchant,1074.29,2024-01-14 14:24,2024-01-14,14,Sunday,1,0,-248578.62,Bill Payment,GPay,Android,Success,Tier 1,Verified,12,390.88,0.802,0,0,1,2,1.7484,0,1,77343.74,0.24
TXN0007689,USR00557,MRC0089,Merchant,338.11,2024-01-14 15:19,2024-01-14,15,Sunday,1,0,-393951.22,Subscription,PhonePe,iOS,Success,Tier 2,Verified,25,183.27,0.513,0,1,0,1,,0,1,50209.02,0.5
TXN0018281,USR00976,MRC0005,Merchant,752.3,2024-01-14 15:29,2024-01-14,15,Sunday,1,0,-7333.77,P2M,PhonePe,Android,Success,Tier 1,Verified,49,924.21,0.499,0,0,0,0,0.186,0,0,32561.36,0.98
TXN0008559,USR00925,MRC0321,Merchant,142.81,2024-01-14 15:53,2024-01-14,15,Sunday,1,0,-307231.83,Subscription,PhonePe,Android,Failed,Tier 1,Verified,61,220.93,0.53,0,0,1,0,0.3536,0,1,45001.42,1
TXN0000697,USR01623,MRC0045,Merchant,331.49,2024-01-14 16:00,2024-01-14,16,Sunday,1,0,,Bill Payment,Amazon Pay,Web,Success,Tier 2,Not Verified,20,1080.87,0.865,0,0,0,0,0.6933,0,1,55838.27,0.4
TXN0005129,USR01283,USR00316,User,102.81,2024-01-14 16:01,2024-01-14,16,Sunday,1,0,-253818.77,P2P,Amazon Pay,iOS,Success,Tier 1,Verified,46,337.63,0.547,0,0,0,0,0.6955,0,0,44499.2,0.92
TXN0003535,USR01375,USR01245,User,457.68,2024-01-14 16:15,2024-01-14,16,Sunday,1,0,-435749.03,P2P,Paytm,iOS,Success,Tier 1,Verified,34,732.11,0.632,0,0,0,0,0.3748,0,0,56949.38,0.68
TXN0011682,USR00761,MRC0021,Merchant,362.05,2024-01-14 16:19,2024-01-14,16,Sunday,1,0,-104832.22,P2M,GPay,Android,Success,Tier 1,Verified,63,398.82,0.697,0,0,0,0,0.0922,0,0,75940.97,1
TXN0010767,USR01059,USR01911,User,2798.42,2024-01-14 16:45,2024-01-14,16,Sunday,1,0,-133447.98,P2P,GPay,Android,Success,Tier 1,Verified,30,1094.32,0.58,0,0,0,0,1.5572,0,0,3049.49,0.6
TXN0019498,USR01942,MRC0181,Merchant,1541.18,2024-01-14 17:42,2024-01-14,17,Sunday,1,0,-80170.8,Bill Payment,BHIM,Android,Success,Tier 1,Verified,19,1137.98,0.56,0,0,0,0,0.3543,0,1,20060.76,0.38
TXN0010475,USR01711,MRC0380,Merchant,118.51,2024-01-14 18:07,2024-01-14,18,Sunday,1,0,-464942.08,P2M,GPay,Android,Success,Tier 1,Not Verified,40,366.23,0.5,0,0,0,0,0.6764,0,0,7592.21,0.8
TXN0014523,USR01963,USR00175,User,585.57,2024-01-14 18:30,2024-01-14,18,Sunday,1,0,-196613.62,P2P,PhonePe,Android,Pending,Tier 2,Verified,18,423.23,0.845,0,0,0,0,0.3836,0,0,43678.99,0.36
TXN0004836,USR00453,USR00031,User,360.07,2024-01-14 18:48,2024-01-14,18,Sunday,1,0,-218435.72,P2P,PhonePe,Android,Success,Tier 1,Verified,61,593.89,0.779,0,0,0,0,0.3937,0,0,32059.9,1
TXN0019048,USR01240,MRC0336,Merchant,137.35,2024-01-14 19:17,2024-01-14,19,Sunday,1,0,-52400.05,Recharge,PhonePe,iOS,Success,Tier 3,Verified,23,222.16,0.134,0,0,0,0,0.3818,0,0,64542.53,0.46
TXN0008247,USR00951,USR00762,User,1883.13,2024-01-14 19:28,2024-01-14,19,Sunday,1,0,-52844.32,P2P,GPay,Android,Failed,Tier 2,Verified,39,954.48,0.656,0,0,0,0,0.9729,0,0,16893.53,0.78
TXN0016095,USR01517,MRC0116,Merchant,184.41,2024-01-14 19:28,2024-01-14,19,Sunday,1,0,-446889.47,Recharge,Paytm,iOS,Success,Tier 1,Verified,34,156.28,0.78,0,0,5,0,0.18,0,0,40946.59,0.68
TXN0006118,USR00829,MRC0199,Merchant,188.64,2024-01-14 19:36,2024-01-14,19,Sunday,1,0,-415646.03,EMI,GPay,Android,Success,Tier 3,Verified,22,503.98,0.305,1,0,1,2,0.6257,0,1,46256.1,0.44
TXN0016077,USR01566,MRC0225,Merchant,1051.19,2024-01-14 19:44,2024-01-14,19,Sunday,1,0,-83595.12,Bill Payment,Paytm,Android,Success,Tier 1,Verified,48,1223.28,0.96,0,0,1,1,0.1407,0,1,26887.68,0.96
TXN0012961,USR01071,MRC0242,Merchant,159.99,2024-01-14 19:59,2024-01-14,19,Sunday,1,0,-383358.72,Bill Payment,Paytm,Android,Success,Tier 3,Verified,17,119.87,0.677,0,0,0,4,0.3347,0,1,79431.67,0.34
TXN0013985,USR01794,USR00592,User,221.71,2024-01-14 20:06,2024-01-14,20,Sunday,1,0,-200392.18,P2P,GPay,iOS,Success,Tier 3,Verified,18,485.87,0.493,0,0,0,2,0.5437,0,0,16398.8,0.36
TXN0011745,USR00670,MRC0109,Merchant,43.18,2024-01-14 20:41,2024-01-14,20,Sunday,1,0,-94532.3,P2M,GPay,Android,Success,Tier 3,Verified,21,165.14,0.757,0,1,0,1,0.7385,0,0,66677.51,0.42
TXN0017274,USR01631,MRC0317,Merchant,381.8,2024-01-14 21:33,2024-01-14,21,Sunday,1,0,-141914.15,P2M,Paytm,Android,Success,Tier 3,Not Verified,20,148.34,0.964,0,0,0,0,1.5738,0,0,18716.92,0.4
TXN0016915,USR00082,MRC0243,Merchant,1441.63,2024-01-14 22:31,2024-01-14,22,Sunday,1,1,-410184.47,P2M,PhonePe,Android,Success,Tier 2,Verified,35,626.77,0.163,0,0,1,0,1.3001,0,0,67659.47,0.7
TXN0009753,USR01515,MRC0399,Merchant,212.06,2024-01-14 22:44,2024-01-14,22,Sunday,1,1,-458869.17,P2M,Paytm,Android,Failed,Tier 3,Verified,10,289.93,0.601,0,0,1,0,0.2686,0,0,25800.38,0.2
TXN0011107,USR01257,MRC0003,Merchant,424.57,2024-01-14 23:22,2024-01-14,23,Sunday,1,1,-17316.63,Bill Payment,Amazon Pay,Android,Success,Tier 1,Verified,35,366.47,0.597,0,0,0,3,0.1585,0,1,48823.25,0.7
TXN0012425,USR01373,USR01256,User,367.96,2024-01-14 23:34,2024-01-14,23,Sunday,1,1,-393874.1,P2P,Paytm,Android,Success,Tier 2,Verified,20,587.48,0.541,0,0,0,0,0.3737,0,0,78768.36,0.4
TXN0009175,USR01058,MRC0355,Merchant,218.4,2024-01-15 00:06,2024-01-15,0,Monday,0,1,-353308.87,EMI,GPay,iOS,Success,Tier 1,Verified,43,444.12,0.978,0,0,1,0,0.5082,0,1,23123.66,0.86
TXN0019771,USR01102,MRC0087,Merchant,1276.94,2024-01-15 00:48,2024-01-15,0,Monday,0,1,-173064.23,Bill Payment,PhonePe,Android,Success,Tier 1,Verified,65,1805.24,0.547,0,0,0,1,0.2926,0,1,25567.49,1
TXN0010663,USR01620,USR00505,User,569.06,2024-01-15 00:49,2024-01-15,0,Monday,0,1,-472962.23,P2P,GPay,Android,Success,Tier 1,Not Verified,60,1275.93,0.44,0,0,0,3,0.554,1,0,48106.09,1
TXN0004014,USR00920,MRC0315,Merchant,330.2,2024-01-15 01:08,2024-01-15,1,Monday,0,1,-449850.55,EMI,BHIM,Web,Success,Tier 2,Verified,12,513.41,0.171,0,0,0,0,0.3568,0,1,49278.4,0.24
TXN0009082,USR00922,MRC0381,Merchant,1252.71,2024-01-15 01:22,2024-01-15,1,Monday,0,1,-228520.53,P2M,PhonePe,Android,Success,Tier 1,Verified,42,839.96,0.543,1,0,1,0,0.4914,0,0,42714.44,0.84
TXN0006412,USR00893,MRC0257,Merchant,98.01,2024-01-15 01:24,2024-01-15,1,Monday,0,1,-210917.25,P2M,Amazon Pay,Android,Success,Tier 3,Verified,16,209.08,0.869,0,0,0,0,0.5312,0,0,21270.75,0.32
TXN0003354,USR01504,MRC0140,Merchant,892.19,2024-01-15 01:29,2024-01-15,1,Monday,0,1,-206258.05,Subscription,PhonePe,iOS,Success,Tier 3,Not Verified,19,270.29,0.945,0,0,0,0,2.3009,0,1,10281.47,0.38
TXN0019247,USR01193,MRC0185,Merchant,915.75,2024-01-15 01:47,2024-01-15,1,Monday,0,1,-353626.32,P2M,BHIM,Android,Success,Tier 2,Verified,41,1201.87,0.674,0,0,1,1,0.2381,0,0,44579.33,0.82
TXN0010714,USR00917,USR01731,User,587.37,2024-01-15 01:57,2024-01-15,1,Monday,0,1,-13831.68,P2P,BHIM,Web,Success,Tier 1,Verified,47,1346.37,0.715,0,0,0,0,0.5637,0,0,32768.35,0.94
TXN0014044,USR01291,MRC0264,Merchant,1007.3,2024-01-15 01:58,2024-01-15,1,Monday,0,1,-140055.48,EMI,Paytm,Android,Success,Tier 2,Verified,26,757.04,0.356,0,0,0,0,0.3306,0,1,78468.4,0.52
TXN0009195,USR01360,MRC0248,Merchant,233.95,2024-01-15 02:29,2024-01-15,2,Monday,0,1,-279805.8,Subscription,GPay,iOS,Success,Tier 1,Not Verified,50,621.82,0.781,0,0,0,1,0.6238,0,1,68098.86,1
TXN0001779,USR01768,MRC0046,Merchant,198.82,2024-01-15 02:40,2024-01-15,2,Monday,0,1,-174752.05,P2M,PhonePe,Android,Success,Tier 2,Verified,32,443.31,0.922,0,0,3,0,0.5515,0,0,1165.18,0.64
TXN0014889,USR01119,MRC0274,Merchant,294.02,2024-01-15 02:50,2024-01-15,2,Monday,0,1,-90152.85,Subscription,PhonePe,iOS,Success,Tier 2,Verified,23,421.12,0.847,1,0,3,0,0.3018,1,1,39115.22,0.46
TXN0016479,USR00377,USR00201,User,312.01,2024-01-15 03:40,2024-01-15,3,Monday,0,1,-206493.12,P2P,GPay,Android,Success,Tier 3,Verified,24,217.29,0.234,0,0,0,4,0.4359,1,0,38192,0.48
TXN0009795,USR01670,MRC0043,Merchant,826.28,2024-01-15 03:46,2024-01-15,3,Monday,0,1,-284315.23,P2M,Amazon Pay,Android,Success,Tier 1,Verified,53,1097.49,0.84,1,0,0,0,0.2471,0,0,78754.51,1
TXN0011003,USR01264,MRC0335,Merchant,2610.38,2024-01-15 03:52,2024-01-15,3,Monday,0,1,-269305.87,Subscription,BHIM,Android,Success,Tier 2,Verified,45,2201.14,0.175,0,0,1,0,0.1859,0,1,60788.92,0.9
TXN0000064,USR01709,MRC0078,Merchant,827.2,2024-01-15 04:17,2024-01-15,4,Monday,0,1,,P2M,Paytm,Android,Success,Tier 3,Not Verified,25,958.17,0.26,0,0,0,0,0.1367,0,0,60525.52,0.5
TXN0002231,USR01705,USR00107,User,1492.07,2024-01-15 04:19,2024-01-15,4,Monday,0,1,,P2P,BHIM,iOS,Success,Tier 2,Verified,27,881.4,0.161,0,1,2,0,0.6928,0,0,75612.65,0.54
TXN0015892,USR01269,MRC0020,Merchant,510.76,2024-01-15 04:30,2024-01-15,4,Monday,0,1,,P2M,GPay,Android,Success,Tier 1,Verified,44,623.17,0.101,0,0,0,0,0.1804,0,0,15202.94,0.88
TXN0001548,USR01741,MRC0306,Merchant,152.13,2024-01-15 05:35,2024-01-15,5,Monday,0,1,-131563.3,Bill Payment,GPay,Android,Success,Tier 2,Verified,27,351.71,0.975,0,0,0,0,0.5675,0,1,47363.64,0.54
TXN0009632,USR00160,MRC0253,Merchant,209.33,2024-01-15 05:44,2024-01-15,5,Monday,0,1,-464460.43,EMI,PhonePe,iOS,Success,Tier 2,Verified,35,489.96,0.787,0,0,0,2,0.5728,0,1,7989.7,0.7
TXN0002541,USR01375,MRC0393,Merchant,718.6,2024-01-15 07:13,2024-01-15,7,Monday,0,0,-396671.73,Recharge,PhonePe,iOS,Success,Tier 1,Verified,34,732.11,0.632,0,0,5,0,0.0185,0,0,69731.18,0.68
TXN0009953,USR01968,USR00381,User,60.56,2024-01-15 07:51,2024-01-15,7,Monday,0,0,-295113.22,P2P,Paytm,iOS,Success,Tier 2,Verified,32,192.57,0.264,0,0,0,0,0.6855,0,0,8878.96,0.64
TXN0017411,USR00306,MRC0256,Merchant,472.7,2024-01-15 07:52,2024-01-15,7,Monday,0,0,-202715.38,Bill Payment,Amazon Pay,Web,Success,Tier 1,Not Verified,70,819.62,0.847,0,0,1,1,0.4233,0,1,19595.78,1
TXN0016457,USR01164,USR00280,User,1364.17,2024-01-15 08:10,2024-01-15,8,Monday,0,0,-336806.78,P2P,PhonePe,Android,Success,Tier 2,Not Verified,33,393.12,0.703,0,1,0,2,2.4701,0,0,79857.55,0.66
TXN0003339,USR00921,MRC0238,Merchant,424.4,2024-01-15 08:18,2024-01-15,8,Monday,0,0,-262634.17,P2M,PhonePe,Android,Success,Tier 2,Verified,25,655.31,0.587,0,0,0,0,0.3524,0,0,42953.75,0.5
TXN0015938,USR01769,MRC0316,Merchant,775.36,2024-01-15 08:22,2024-01-15,8,Monday,0,0,-205219.33,P2M,PhonePe,Android,Failed,Tier 3,Verified,13,1168.43,0.177,0,0,0,0,0.3364,0,0,65684.36,0.26
TXN0016016,USR01724,USR01603,User,230.56,2024-01-15 08:33,2024-01-15,8,Monday,0,0,-286001.97,P2P,Paytm,iOS,Success,Tier 1,Verified,31,368.72,0.896,0,0,1,0,,0,0,32505.95,0.62
TXN0000006,USR00019,MRC0239,Merchant,192.57,2024-01-15 08:54,2024-01-15,8,Monday,0,0,,P2M,GPay,iOS,Success,Tier 2,Verified,34,445.15,0.459,0,0,1,0,0.5674,0,0,75137.32,0.68
TXN0017696,USR00299,USR00163,User,319.74,2024-01-15 09:12,2024-01-15,9,Monday,0,0,-293140.48,P2P,BHIM,Android,Success,Tier 2,Verified,43,421,0.147,0,0,1,0,0.2405,0,0,50200.18,0.86
